"split_id","peak_estimate"
"s03646_B",0.115
"s03647_A",0.12
"s03647_B",0.115
"s03648_A",0.115
"s03648_B",0.12
"s03649_A",0.115
"s03649_B",0.12
"s03650_A",0.115
"s03650_B",0.12
"s03651_A",0.115
"s03651_B",0.12
"s03652_A",0.115
"s03652_B",0.12
"s03653_A",0.115
"s03653_B",0.115
"s03654_A",0.12
"s03654_B",0.12
"s03655_A",0.12
"s03655_B",0.115
"s03656_A",0.115
"s03656_B",0.115
"s03657_A",0.12
"s03657_B",0.115
"s03658_A",0.115
"s03658_B",0.12
"s03659_A",0.115
"s03659_B",0.12
"s03660_A",0.12
"s03660_B",0.12
"s03661_A",0.12
"s03661_B",0.115
"s03662_A",0.12
"s03662_B",0.11
"s03663_A",0.115
"s03663_B",0.115
"s03664_A",0.12
"s03664_B",0.115
"s03665_A",0.115
"s03665_B",0.12
"s03666_A",0.12
"s03666_B",0.115
"s03667_A",0.11
"s03667_B",0.12
"s03668_A",0.115
"s03668_B",0.12
"s03669_A",0.115
"s03669_B",0.12
"s03670_A",0.115
"s03670_B",0.12
"s03671_A",0.115
"s03671_B",0.115
"s03672_A",0.115
"s03672_B",0.12
"s03673_A",0.115
"s03673_B",0.12
"s03674_A",0.115
"s03674_B",0.12
"s03675_A",0.115
"s03675_B",0.115
"s03676_A",0.115
"s03676_B",0.115
"s03677_A",0.12
"s03677_B",0.12
"s03678_A",0.12
"s03678_B",0.115
"s03679_A",0.12
"s03679_B",0.115
"s03680_A",0.115
"s03680_B",0.115
"s03681_A",0.115
"s03681_B",0.12
"s03682_A",0.12
"s03682_B",0.115
"s03683_A",0.115
"s03683_B",0.115
"s03684_A",0.12
"s03684_B",0.115
"s03685_A",0.115
"s03685_B",0.12
"s03686_A",0.115
"s03686_B",0.115
"s03687_A",0.115
"s03687_B",0.115
"s03688_A",0.12
"s03688_B",0.12
"s03689_A",0.12
"s03689_B",0.115
"s03690_A",0.12
"s03690_B",0.115
"s03691_A",0.115
"s03691_B",0.115
"s03692_A",0.115
"s03692_B",0.12
"s03693_A",0.115
"s03693_B",0.12
"s03694_A",0.115
"s03694_B",0.115
"s03695_A",0.12
"s03695_B",0.12
"s03696_A",0.115
"s03696_B",0.12
"s03697_A",0.115
"s03697_B",0.11
"s03698_A",0.115
"s03698_B",0.115
"s03699_A",0.115
"s03699_B",0.12
"s03700_A",0.115
"s03700_B",0.12
"s03701_A",0.12
"s03701_B",0.115
"s03702_A",0.115
"s03702_B",0.12
"s03703_A",0.12
"s03703_B",0.115
"s03704_A",0.115
"s03704_B",0.115
"s03705_A",0.115
"s03705_B",0.12
"s03706_A",0.115
"s03706_B",0.115
"s03707_A",0.115
"s03707_B",0.12
"s03708_A",0.115
"s03708_B",0.12
"s03709_A",0.12
"s03709_B",0.115
"s03710_A",0.12
"s03710_B",0.115
"s03711_A",0.115
"s03711_B",0.12
"s03712_A",0.12
"s03712_B",0.115
"s03713_A",0.12
"s03713_B",0.115
"s03714_A",0.12
"s03714_B",0.115
"s03715_A",0.12
"s03715_B",0.115
"s03716_A",0.115
"s03716_B",0.12
"s03717_A",0.12
"s03717_B",0.11
"s03718_A",0.12
"s03718_B",0.12
"s03719_A",0.12
"s03719_B",0.115
"s03720_A",0.12
"s03720_B",0.115
"s03721_A",0.115
"s03721_B",0.125
"s03722_A",0.12
"s03722_B",0.115
"s03723_A",0.115
"s03723_B",0.115
"s03724_A",0.115
"s03724_B",0.12
"s03725_A",0.115
"s03725_B",0.12
"s03726_A",0.12
"s03726_B",0.12
"s03727_A",0.115
"s03727_B",0.12
"s03728_A",0.12
"s03728_B",0.115
"s03729_A",0.115
"s03729_B",0.115
"s03730_A",0.12
"s03730_B",0.115
"s03731_A",0.115
"s03731_B",0.12
"s03732_A",0.115
"s03732_B",0.115
"s03733_A",0.12
"s03733_B",0.11
"s03734_A",0.12
"s03734_B",0.12
"s03735_A",0.115
"s03735_B",0.12
"s03736_A",0.115
"s03736_B",0.115
"s03737_A",0.115
"s03737_B",0.12
"s03738_A",0.12
"s03738_B",0.115
"s03739_A",0.115
"s03739_B",0.12
"s03740_A",0.115
"s03740_B",0.115
"s03741_A",0.115
"s03741_B",0.115
"s03742_A",0.12
"s03742_B",0.115
"s03743_A",0.115
"s03743_B",0.115
"s03744_A",0.12
"s03744_B",0.115
"s03745_A",0.12
"s03745_B",0.12
"s03746_A",0.115
"s03746_B",0.12
"s03747_A",0.11
"s03747_B",0.12
"s03748_A",0.12
"s03748_B",0.115
"s03749_A",0.12
"s03749_B",0.115
"s03750_A",0.115
"s03750_B",0.115
"s03751_A",0.115
"s03751_B",0.12
"s03752_A",0.115
"s03752_B",0.115
"s03753_A",0.12
"s03753_B",0.115
"s03754_A",0.12
"s03754_B",0.115
"s03755_A",0.12
"s03755_B",0.12
"s03756_A",0.12
"s03756_B",0.115
"s03757_A",0.12
"s03757_B",0.115
"s03758_A",0.11
"s03758_B",0.115
"s03759_A",0.12
"s03759_B",0.115
"s03760_A",0.115
"s03760_B",0.115
"s03761_A",0.12
"s03761_B",0.12
"s03762_A",0.12
"s03762_B",0.115
"s03763_A",0.115
"s03763_B",0.12
"s03764_A",0.115
"s03764_B",0.12
"s03765_A",0.12
"s03765_B",0.12
"s03766_A",0.12
"s03766_B",0.115
"s03767_A",0.115
"s03767_B",0.12
"s03768_A",0.12
"s03768_B",0.115
"s03769_A",0.12
"s03769_B",0.115
"s03770_A",0.115
"s03770_B",0.12
"s03771_A",0.115
"s03771_B",0.115
"s03772_A",0.12
"s03772_B",0.12
"s03773_A",0.115
"s03773_B",0.115
"s03774_A",0.115
"s03774_B",0.12
"s03775_A",0.12
"s03775_B",0.115
"s03776_A",0.12
"s03776_B",0.115
"s03777_A",0.115
"s03777_B",0.115
"s03778_A",0.115
"s03778_B",0.115
"s03779_A",0.115
"s03779_B",0.115
"s03780_A",0.115
"s03780_B",0.12
"s03781_A",0.115
"s03781_B",0.12
"s03782_A",0.115
"s03782_B",0.115
"s03783_A",0.115
"s03783_B",0.115
"s03784_A",0.115
"s03784_B",0.115
"s03785_A",0.12
"s03785_B",0.115
"s03786_A",0.12
"s03786_B",0.12
"s03787_A",0.11
"s03787_B",0.12
"s03788_A",0.115
"s03788_B",0.115
"s03789_A",0.115
"s03789_B",0.115
"s03790_A",0.12
"s03790_B",0.115
"s03791_A",0.12
"s03791_B",0.115
"s03792_A",0.115
"s03792_B",0.12
"s03793_A",0.115
"s03793_B",0.115
"s03794_A",0.12
"s03794_B",0.115
"s03795_A",0.115
"s03795_B",0.12
"s03796_A",0.12
"s03796_B",0.115
"s03797_A",0.12
"s03797_B",0.12
"s03798_A",0.12
"s03798_B",0.115
"s03799_A",0.12
"s03799_B",0.115
"s03800_A",0.115
"s03800_B",0.115
"s03801_A",0.115
"s03801_B",0.115
"s03802_A",0.12
"s03802_B",0.115
"s03803_A",0.115
"s03803_B",0.12
"s03804_A",0.115
"s03804_B",0.12
"s03805_A",0.115
"s03805_B",0.115
"s03806_A",0.12
"s03806_B",0.115
"s03807_A",0.125
"s03807_B",0.115
"s03808_A",0.12
"s03808_B",0.11
"s03809_A",0.115
"s03809_B",0.12
"s03810_A",0.12
"s03810_B",0.11
"s03811_A",0.115
"s03811_B",0.12
"s03812_A",0.12
"s03812_B",0.115
"s03813_A",0.115
"s03813_B",0.12
"s03814_A",0.12
"s03814_B",0.11
"s03815_A",0.12
"s03815_B",0.115
"s03816_A",0.115
"s03816_B",0.115
"s03817_A",0.115
"s03817_B",0.115
"s03818_A",0.12
"s03818_B",0.115
"s03819_A",0.12
"s03819_B",0.115
"s03820_A",0.115
"s03820_B",0.115
"s03821_A",0.115
"s03821_B",0.115
"s03822_A",0.115
"s03822_B",0.115
"s03823_A",0.115
"s03823_B",0.12
"s03824_A",0.12
"s03824_B",0.115
"s03825_A",0.115
"s03825_B",0.12
"s03826_A",0.115
"s03826_B",0.115
"s03827_A",0.12
"s03827_B",0.115
"s03828_A",0.115
"s03828_B",0.115
"s03829_A",0.115
"s03829_B",0.115
"s03830_A",0.115
"s03830_B",0.12
"s03831_A",0.115
"s03831_B",0.115
"s03832_A",0.115
"s03832_B",0.12
"s03833_A",0.12
"s03833_B",0.115
"s03834_A",0.12
"s03834_B",0.115
"s03835_A",0.115
"s03835_B",0.12
"s03836_A",0.115
"s03836_B",0.12
"s03837_A",0.115
"s03837_B",0.12
"s03838_A",0.115
"s03838_B",0.12
"s03839_A",0.12
"s03839_B",0.115
"s03840_A",0.115
"s03840_B",0.115
"s03841_A",0.115
"s03841_B",0.12
"s03842_A",0.115
"s03842_B",0.12
"s03843_A",0.12
"s03843_B",0.115
"s03844_A",0.12
"s03844_B",0.115
"s03845_A",0.12
"s03845_B",0.115
"s03846_A",0.12
"s03846_B",0.115
"s03847_A",0.115
"s03847_B",0.12
"s03848_A",0.115
"s03848_B",0.12
"s03849_A",0.115
"s03849_B",0.12
"s03850_A",0.115
"s03850_B",0.12
"s03851_A",0.115
"s03851_B",0.12
"s03852_A",0.115
"s03852_B",0.115
"s03853_A",0.115
"s03853_B",0.12
"s03854_A",0.115
"s03854_B",0.12
"s03855_A",0.12
"s03855_B",0.115
"s03856_A",0.115
"s03856_B",0.125
"s03857_A",0.12
"s03857_B",0.11
"s03858_A",0.115
"s03858_B",0.12
"s03859_A",0.115
"s03859_B",0.125
"s03860_A",0.12
"s03860_B",0.12
"s03861_A",0.115
"s03861_B",0.115
"s03862_A",0.115
"s03862_B",0.12
"s03863_A",0.12
"s03863_B",0.115
"s03864_A",0.12
"s03864_B",0.11
"s03865_A",0.115
"s03865_B",0.115
"s03866_A",0.12
"s03866_B",0.11
"s03867_A",0.12
"s03867_B",0.115
"s03868_A",0.115
"s03868_B",0.12
"s03869_A",0.115
"s03869_B",0.12
"s03870_A",0.115
"s03870_B",0.115
"s03871_A",0.12
"s03871_B",0.115
"s03872_A",0.12
"s03872_B",0.115
"s03873_A",0.115
"s03873_B",0.115
"s03874_A",0.115
"s03874_B",0.115
"s03875_A",0.125
"s03875_B",0.115
"s03876_A",0.115
"s03876_B",0.12
"s03877_A",0.115
"s03877_B",0.115
"s03878_A",0.12
"s03878_B",0.12
"s03879_A",0.12
"s03879_B",0.115
"s03880_A",0.115
"s03880_B",0.12
"s03881_A",0.115
"s03881_B",0.12
"s03882_A",0.12
"s03882_B",0.115
"s03883_A",0.115
"s03883_B",0.115
"s03884_A",0.115
"s03884_B",0.12
"s03885_A",0.115
"s03885_B",0.12
"s03886_A",0.12
"s03886_B",0.115
"s03887_A",0.115
"s03887_B",0.115
"s03888_A",0.115
"s03888_B",0.12
"s03889_A",0.12
"s03889_B",0.115
"s03890_A",0.12
"s03890_B",0.115
"s03891_A",0.115
"s03891_B",0.115
"s03892_A",0.12
"s03892_B",0.115
"s03893_A",0.12
"s03893_B",0.115
"s03894_A",0.115
"s03894_B",0.12
"s03895_A",0.12
"s03895_B",0.115
"s03896_A",0.115
"s03896_B",0.115
"s03897_A",0.115
"s03897_B",0.12
"s03898_A",0.12
"s03898_B",0.115
"s03899_A",0.115
"s03899_B",0.12
"s03900_A",0.115
"s03900_B",0.12
"s03901_A",0.11
"s03901_B",0.12
"s03902_A",0.115
"s03902_B",0.12
"s03903_A",0.115
"s03903_B",0.12
"s03904_A",0.12
"s03904_B",0.115
"s03905_A",0.115
"s03905_B",0.115
"s03906_A",0.12
"s03906_B",0.115
"s03907_A",0.115
"s03907_B",0.12
"s03908_A",0.12
"s03908_B",0.115
"s03909_A",0.115
"s03909_B",0.12
"s03910_A",0.12
"s03910_B",0.115
"s03911_A",0.12
"s03911_B",0.115
"s03912_A",0.12
"s03912_B",0.115
"s03913_A",0.12
"s03913_B",0.115
"s03914_A",0.115
"s03914_B",0.12
"s03915_A",0.115
"s03915_B",0.12
"s03916_A",0.12
"s03916_B",0.115
"s03917_A",0.12
"s03917_B",0.115
"s03918_A",0.12
"s03918_B",0.115
"s03919_A",0.12
"s03919_B",0.115
"s03920_A",0.115
"s03920_B",0.115
"s03921_A",0.115
"s03921_B",0.115
"s03922_A",0.12
"s03922_B",0.115
"s03923_A",0.115
"s03923_B",0.115
"s03924_A",0.11
"s03924_B",0.12
"s03925_A",0.12
"s03925_B",0.115
"s03926_A",0.115
"s03926_B",0.12
"s03927_A",0.12
"s03927_B",0.115
"s03928_A",0.115
"s03928_B",0.12
"s03929_A",0.12
"s03929_B",0.12
"s03930_A",0.12
"s03930_B",0.115
"s03931_A",0.12
"s03931_B",0.115
"s03932_A",0.115
"s03932_B",0.12
"s03933_A",0.115
"s03933_B",0.12
"s03934_A",0.115
"s03934_B",0.12
"s03935_A",0.125
"s03935_B",0.115
"s03936_A",0.12
"s03936_B",0.115
"s03937_A",0.115
"s03937_B",0.115
"s03938_A",0.115
"s03938_B",0.12
"s03939_A",0.115
"s03939_B",0.115
"s03940_A",0.115
"s03940_B",0.12
"s03941_A",0.12
"s03941_B",0.115
"s03942_A",0.12
"s03942_B",0.115
"s03943_A",0.115
"s03943_B",0.115
"s03944_A",0.12
"s03944_B",0.115
"s03945_A",0.115
"s03945_B",0.12
"s03946_A",0.115
"s03946_B",0.12
"s03947_A",0.12
"s03947_B",0.115
"s03948_A",0.12
"s03948_B",0.12
"s03949_A",0.12
"s03949_B",0.115
"s03950_A",0.115
"s03950_B",0.115
"s03951_A",0.12
"s03951_B",0.12
"s03952_A",0.115
"s03952_B",0.115
"s03953_A",0.115
"s03953_B",0.115
"s03954_A",0.12
"s03954_B",0.11
"s03955_A",0.11
"s03955_B",0.12
"s03956_A",0.12
"s03956_B",0.115
"s03957_A",0.11
"s03957_B",0.12
"s03958_A",0.115
"s03958_B",0.12
"s03959_A",0.12
"s03959_B",0.11
"s03960_A",0.115
"s03960_B",0.115
"s03961_A",0.12
"s03961_B",0.115
"s03962_A",0.12
"s03962_B",0.115
"s03963_A",0.12
"s03963_B",0.12
"s03964_A",0.115
"s03964_B",0.115
"s03965_A",0.115
"s03965_B",0.115
"s03966_A",0.115
"s03966_B",0.115
"s03967_A",0.12
"s03967_B",0.12
"s03968_A",0.115
"s03968_B",0.12
"s03969_A",0.115
"s03969_B",0.115
"s03970_A",0.115
"s03970_B",0.12
"s03971_A",0.115
"s03971_B",0.115
"s03972_A",0.115
"s03972_B",0.12
"s03973_A",0.115
"s03973_B",0.115
"s03974_A",0.12
"s03974_B",0.115
"s03975_A",0.12
"s03975_B",0.115
"s03976_A",0.115
"s03976_B",0.12
"s03977_A",0.115
"s03977_B",0.115
"s03978_A",0.12
"s03978_B",0.115
"s03979_A",0.115
"s03979_B",0.115
"s03980_A",0.125
"s03980_B",0.115
"s03981_A",0.12
"s03981_B",0.115
"s03982_A",0.115
"s03982_B",0.12
"s03983_A",0.115
"s03983_B",0.115
"s03984_A",0.115
"s03984_B",0.12
"s03985_A",0.12
"s03985_B",0.115
"s03986_A",0.115
"s03986_B",0.115
"s03987_A",0.12
"s03987_B",0.115
"s03988_A",0.12
"s03988_B",0.115
"s03989_A",0.12
"s03989_B",0.12
"s03990_A",0.125
"s03990_B",0.115
"s03991_A",0.115
"s03991_B",0.115
"s03992_A",0.12
"s03992_B",0.115
"s03993_A",0.115
"s03993_B",0.115
"s03994_A",0.115
"s03994_B",0.115
"s03995_A",0.12
"s03995_B",0.115
"s03996_A",0.115
"s03996_B",0.12
"s03997_A",0.115
"s03997_B",0.12
"s03998_A",0.12
"s03998_B",0.12
"s03999_A",0.125
"s03999_B",0.11
"s04000_A",0.12
"s04000_B",0.115
"s04001_A",0.12
"s04001_B",0.115
"s04002_A",0.12
"s04002_B",0.115
"s04003_A",0.115
"s04003_B",0.12
"s04004_A",0.12
"s04004_B",0.12
"s04005_A",0.12
"s04005_B",0.115
"s04006_A",0.115
"s04006_B",0.115
"s04007_A",0.115
"s04007_B",0.115
"s04008_A",0.115
"s04008_B",0.115
"s04009_A",0.115
"s04009_B",0.115
"s04010_A",0.115
"s04010_B",0.115
"s04011_A",0.115
"s04011_B",0.12
"s04012_A",0.12
"s04012_B",0.11
"s04013_A",0.115
"s04013_B",0.115
"s04014_A",0.115
"s04014_B",0.12
"s04015_A",0.115
"s04015_B",0.12
"s04016_A",0.115
"s04016_B",0.115
"s04017_A",0.115
"s04017_B",0.115
"s04018_A",0.115
"s04018_B",0.115
"s04019_A",0.115
"s04019_B",0.12
"s04020_A",0.115
"s04020_B",0.115
"s04021_A",0.115
"s04021_B",0.12
"s04022_A",0.12
"s04022_B",0.115
"s04023_A",0.12
"s04023_B",0.115
"s04024_A",0.125
"s04024_B",0.115
"s04025_A",0.115
"s04025_B",0.115
"s04026_A",0.115
"s04026_B",0.115
"s04027_A",0.115
"s04027_B",0.115
"s04028_A",0.11
"s04028_B",0.12
"s04029_A",0.115
"s04029_B",0.12
"s04030_A",0.12
"s04030_B",0.115
"s04031_A",0.115
"s04031_B",0.12
"s04032_A",0.115
"s04032_B",0.115
"s04033_A",0.12
"s04033_B",0.115
"s04034_A",0.12
"s04034_B",0.115
"s04035_A",0.115
"s04035_B",0.12
"s04036_A",0.115
"s04036_B",0.115
"s04037_A",0.115
"s04037_B",0.115
"s04038_A",0.12
"s04038_B",0.115
"s04039_A",0.115
"s04039_B",0.12
"s04040_A",0.12
"s04040_B",0.12
"s04041_A",0.11
"s04041_B",0.12
"s04042_A",0.11
"s04042_B",0.12
"s04043_A",0.115
"s04043_B",0.12
"s04044_A",0.115
"s04044_B",0.115
"s04045_A",0.115
"s04045_B",0.115
"s04046_A",0.115
"s04046_B",0.115
"s04047_A",0.12
"s04047_B",0.115
"s04048_A",0.115
"s04048_B",0.12
"s04049_A",0.12
"s04049_B",0.11
"s04050_A",0.12
"s04050_B",0.115
"s04051_A",0.12
"s04051_B",0.11
"s04052_A",0.115
"s04052_B",0.12
"s04053_A",0.115
"s04053_B",0.12
"s04054_A",0.12
"s04054_B",0.115
"s04055_A",0.115
"s04055_B",0.115
"s04056_A",0.115
"s04056_B",0.12
"s04057_A",0.115
"s04057_B",0.12
"s04058_A",0.12
"s04058_B",0.12
"s04059_A",0.115
"s04059_B",0.115
"s04060_A",0.115
"s04060_B",0.115
"s04061_A",0.115
"s04061_B",0.115
"s04062_A",0.12
"s04062_B",0.12
"s04063_A",0.12
"s04063_B",0.115
"s04064_A",0.115
"s04064_B",0.12
"s04065_A",0.11
"s04065_B",0.115
"s04066_A",0.12
"s04066_B",0.12
"s04067_A",0.12
"s04067_B",0.115
"s04068_A",0.12
"s04068_B",0.11
"s04069_A",0.115
"s04069_B",0.12
"s04070_A",0.115
"s04070_B",0.115
"s04071_A",0.12
"s04071_B",0.115
"s04072_A",0.12
"s04072_B",0.12
"s04073_A",0.115
"s04073_B",0.12
"s04074_A",0.115
"s04074_B",0.115
"s04075_A",0.12
"s04075_B",0.115
"s04076_A",0.125
"s04076_B",0.115
"s04077_A",0.115
"s04077_B",0.12
"s04078_A",0.12
"s04078_B",0.115
"s04079_A",0.12
"s04079_B",0.12
"s04080_A",0.12
"s04080_B",0.115
"s04081_A",0.12
"s04081_B",0.115
"s04082_A",0.115
"s04082_B",0.12
"s04083_A",0.12
"s04083_B",0.115
"s04084_A",0.12
"s04084_B",0.115
"s04085_A",0.115
"s04085_B",0.115
"s04086_A",0.115
"s04086_B",0.115
"s04087_A",0.12
"s04087_B",0.12
"s04088_A",0.115
"s04088_B",0.115
"s04089_A",0.12
"s04089_B",0.12
"s04090_A",0.115
"s04090_B",0.115
"s04091_A",0.115
"s04091_B",0.12
"s04092_A",0.115
"s04092_B",0.115
"s04093_A",0.115
"s04093_B",0.12
"s04094_A",0.12
"s04094_B",0.115
"s04095_A",0.12
"s04095_B",0.115
"s04096_A",0.115
"s04096_B",0.11
"s04097_A",0.115
"s04097_B",0.115
"s04098_A",0.115
"s04098_B",0.115
"s04099_A",0.12
"s04099_B",0.115
"s04100_A",0.115
"s04100_B",0.115
"s04101_A",0.12
"s04101_B",0.115
"s04102_A",0.12
"s04102_B",0.115
"s04103_A",0.12
"s04103_B",0.115
"s04104_A",0.115
"s04104_B",0.12
"s04105_A",0.12
"s04105_B",0.12
"s04106_A",0.115
"s04106_B",0.115
"s04107_A",0.12
"s04107_B",0.115
"s04108_A",0.115
"s04108_B",0.115
"s04109_A",0.115
"s04109_B",0.115
"s04110_A",0.12
"s04110_B",0.115
"s04111_A",0.12
"s04111_B",0.12
"s04112_A",0.115
"s04112_B",0.115
"s04113_A",0.12
"s04113_B",0.115
"s04114_A",0.115
"s04114_B",0.115
"s04115_A",0.12
"s04115_B",0.115
"s04116_A",0.12
"s04116_B",0.125
"s04117_A",0.115
"s04117_B",0.115
"s04118_A",0.115
"s04118_B",0.12
"s04119_A",0.115
"s04119_B",0.115
"s04120_A",0.12
"s04120_B",0.115
"s04121_A",0.115
"s04121_B",0.115
"s04122_A",0.115
"s04122_B",0.11
"s04123_A",0.12
"s04123_B",0.115
"s04124_A",0.12
"s04124_B",0.115
"s04125_A",0.12
"s04125_B",0.12
"s04126_A",0.115
"s04126_B",0.115
"s04127_A",0.115
"s04127_B",0.115
"s04128_A",0.115
"s04128_B",0.12
"s04129_A",0.12
"s04129_B",0.11
"s04130_A",0.115
"s04130_B",0.12
"s04131_A",0.115
"s04131_B",0.12
"s04132_A",0.12
"s04132_B",0.115
"s04133_A",0.12
"s04133_B",0.115
"s04134_A",0.115
"s04134_B",0.115
"s04135_A",0.12
"s04135_B",0.12
"s04136_A",0.115
"s04136_B",0.115
"s04137_A",0.115
"s04137_B",0.12
"s04138_A",0.12
"s04138_B",0.115
"s04139_A",0.12
"s04139_B",0.115
"s04140_A",0.115
"s04140_B",0.12
"s04141_A",0.115
"s04141_B",0.12
"s04142_A",0.115
"s04142_B",0.115
"s04143_A",0.115
"s04143_B",0.12
"s04144_A",0.115
"s04144_B",0.115
"s04145_A",0.115
"s04145_B",0.12
"s04146_A",0.11
"s04146_B",0.12
"s04147_A",0.12
"s04147_B",0.115
"s04148_A",0.115
"s04148_B",0.12
"s04149_A",0.12
"s04149_B",0.11
"s04150_A",0.115
"s04150_B",0.12
"s04151_A",0.11
"s04151_B",0.125
"s04152_A",0.115
"s04152_B",0.12
"s04153_A",0.115
"s04153_B",0.115
"s04154_A",0.115
"s04154_B",0.12
"s04155_A",0.12
"s04155_B",0.115
"s04156_A",0.115
"s04156_B",0.115
"s04157_A",0.115
"s04157_B",0.115
"s04158_A",0.115
"s04158_B",0.115
"s04159_A",0.12
"s04159_B",0.115
"s04160_A",0.12
"s04160_B",0.115
"s04161_A",0.115
"s04161_B",0.115
"s04162_A",0.115
"s04162_B",0.115
"s04163_A",0.115
"s04163_B",0.115
"s04164_A",0.115
"s04164_B",0.115
"s04165_A",0.115
"s04165_B",0.115
"s04166_A",0.12
"s04166_B",0.115
"s04167_A",0.115
"s04167_B",0.12
"s04168_A",0.12
"s04168_B",0.11
"s04169_A",0.115
"s04169_B",0.125
"s04170_A",0.115
"s04170_B",0.12
"s04171_A",0.115
"s04171_B",0.12
"s04172_A",0.115
"s04172_B",0.12
"s04173_A",0.115
"s04173_B",0.115
"s04174_A",0.115
"s04174_B",0.12
"s04175_A",0.115
"s04175_B",0.12
"s04176_A",0.12
"s04176_B",0.12
"s04177_A",0.12
"s04177_B",0.12
"s04178_A",0.115
"s04178_B",0.12
"s04179_A",0.125
"s04179_B",0.115
"s04180_A",0.115
"s04180_B",0.115
"s04181_A",0.12
"s04181_B",0.115
"s04182_A",0.125
"s04182_B",0.115
"s04183_A",0.12
"s04183_B",0.115
"s04184_A",0.12
"s04184_B",0.11
"s04185_A",0.12
"s04185_B",0.115
"s04186_A",0.12
"s04186_B",0.115
"s04187_A",0.12
"s04187_B",0.115
"s04188_A",0.125
"s04188_B",0.115
"s04189_A",0.115
"s04189_B",0.115
"s04190_A",0.12
"s04190_B",0.12
"s04191_A",0.12
"s04191_B",0.115
"s04192_A",0.115
"s04192_B",0.115
"s04193_A",0.115
"s04193_B",0.12
"s04194_A",0.115
"s04194_B",0.12
"s04195_A",0.115
"s04195_B",0.12
"s04196_A",0.115
"s04196_B",0.12
"s04197_A",0.115
"s04197_B",0.12
"s04198_A",0.12
"s04198_B",0.115
"s04199_A",0.12
"s04199_B",0.12
"s04200_A",0.115
"s04200_B",0.115
"s04201_A",0.115
"s04201_B",0.12
"s04202_A",0.12
"s04202_B",0.11
"s04203_A",0.115
"s04203_B",0.115
"s04204_A",0.115
"s04204_B",0.115
"s04205_A",0.12
"s04205_B",0.115
"s04206_A",0.125
"s04206_B",0.115
"s04207_A",0.115
"s04207_B",0.12
"s04208_A",0.115
"s04208_B",0.115
"s04209_A",0.115
"s04209_B",0.115
"s04210_A",0.12
"s04210_B",0.115
"s04211_A",0.115
"s04211_B",0.115
"s04212_A",0.125
"s04212_B",0.115
"s04213_A",0.12
"s04213_B",0.115
"s04214_A",0.125
"s04214_B",0.115
"s04215_A",0.12
"s04215_B",0.115
"s04216_A",0.12
"s04216_B",0.115
"s04217_A",0.115
"s04217_B",0.12
"s04218_A",0.12
"s04218_B",0.12
"s04219_A",0.12
"s04219_B",0.115
"s04220_A",0.115
"s04220_B",0.115
"s04221_A",0.12
"s04221_B",0.115
"s04222_A",0.115
"s04222_B",0.115
"s04223_A",0.115
"s04223_B",0.115
"s04224_A",0.115
"s04224_B",0.11
"s04225_A",0.12
"s04225_B",0.12
"s04226_A",0.12
"s04226_B",0.115
"s04227_A",0.12
"s04227_B",0.115
"s04228_A",0.115
"s04228_B",0.12
"s04229_A",0.115
"s04229_B",0.115
"s04230_A",0.115
"s04230_B",0.115
"s04231_A",0.115
"s04231_B",0.115
"s04232_A",0.12
"s04232_B",0.11
"s04233_A",0.12
"s04233_B",0.12
"s04234_A",0.12
"s04234_B",0.115
"s04235_A",0.115
"s04235_B",0.12
"s04236_A",0.12
"s04236_B",0.12
"s04237_A",0.115
"s04237_B",0.115
"s04238_A",0.115
"s04238_B",0.12
"s04239_A",0.115
"s04239_B",0.12
"s04240_A",0.115
"s04240_B",0.12
"s04241_A",0.12
"s04241_B",0.12
"s04242_A",0.115
"s04242_B",0.115
"s04243_A",0.12
"s04243_B",0.115
"s04244_A",0.12
"s04244_B",0.115
"s04245_A",0.115
"s04245_B",0.125
"s04246_A",0.115
"s04246_B",0.115
"s04247_A",0.115
"s04247_B",0.115
"s04248_A",0.115
"s04248_B",0.115
"s04249_A",0.115
"s04249_B",0.12
"s04250_A",0.115
"s04250_B",0.11
"s04251_A",0.11
"s04251_B",0.115
"s04252_A",0.125
"s04252_B",0.115
"s04253_A",0.115
"s04253_B",0.12
"s04254_A",0.12
"s04254_B",0.115
"s04255_A",0.115
"s04255_B",0.12
"s04256_A",0.115
"s04256_B",0.115
"s04257_A",0.115
"s04257_B",0.115
"s04258_A",0.115
"s04258_B",0.12
"s04259_A",0.115
"s04259_B",0.12
"s04260_A",0.12
"s04260_B",0.115
"s04261_A",0.115
"s04261_B",0.12
"s04262_A",0.115
"s04262_B",0.115
"s04263_A",0.12
"s04263_B",0.115
"s04264_A",0.115
"s04264_B",0.12
"s04265_A",0.115
"s04265_B",0.12
"s04266_A",0.115
"s04266_B",0.115
"s04267_A",0.115
"s04267_B",0.115
"s04268_A",0.115
"s04268_B",0.12
"s04269_A",0.12
"s04269_B",0.115
"s04270_A",0.12
"s04270_B",0.115
"s04271_A",0.12
"s04271_B",0.115
"s04272_A",0.12
"s04272_B",0.115
"s04273_A",0.12
"s04273_B",0.115
"s04274_A",0.115
"s04274_B",0.12
"s04275_A",0.115
"s04275_B",0.115
"s04276_A",0.115
"s04276_B",0.115
"s04277_A",0.115
"s04277_B",0.115
"s04278_A",0.115
"s04278_B",0.115
"s04279_A",0.115
"s04279_B",0.115
"s04280_A",0.115
"s04280_B",0.115
"s04281_A",0.115
"s04281_B",0.12
